"rental_id"|"rental_date"|"return_date"|"last_updated"|"bookworm_id"|"inventory_id"|"staff_id"
688|"2023-03-27 02:53:21.208283"|"2023-03-27 02:53:21.208285"|"2023-03-27 02:53:21.208286"|247|1338|1
689|"2023-03-27 02:53:21.208299"|"2023-03-27 02:53:21.208299"|"2023-03-27 02:53:21.208300"|31|196|1
690|"2023-03-27 02:53:21.208312"|"2023-03-27 02:53:21.208313"|"2023-03-27 02:53:21.208313"|35|694|1
691|"2023-03-27 02:53:21.208325"|"2023-03-27 02:53:21.208326"|"2023-03-27 02:53:21.208326"|183|1210|2
692|"2023-03-27 02:53:21.208355"|"2023-03-27 02:53:21.208356"|"2023-03-27 02:53:21.208356"|326|1611|1
693|"2023-03-27 02:53:21.208383"|"2023-03-27 02:53:21.208384"|"2023-03-27 02:53:21.208384"|355|594|1
694|"2023-03-27 02:53:21.208393"|"2023-03-27 02:53:21.208393"|"2023-03-27 02:53:21.208394"|38|2579|1
695|"2023-03-27 02:53:21.208403"|"2023-03-27 02:53:21.208404"|"2023-03-27 02:53:21.208404"|214|2920|1
696|"2023-03-27 02:53:21.208413"|"2023-03-27 02:53:21.208413"|"2023-03-27 02:53:21.208414"|253|354|1
697|"2023-03-27 02:53:21.208423"|"2023-03-27 02:53:21.208424"|"2023-03-27 02:53:21.208424"|178|1265|2
698|"2023-03-27 02:53:21.208433"|"2023-03-27 02:53:21.208433"|"2023-03-27 02:53:21.208434"|331|2309|1
699|"2023-03-27 02:53:21.208443"|"2023-03-27 02:53:21.208443"|"2023-03-27 02:53:21.208444"|56|2141|1
700|"2023-03-27 02:53:21.208454"|"2023-03-27 02:53:21.208454"|"2023-03-27 02:53:21.208455"|118|447|1
701|"2023-03-27 02:53:21.208464"|"2023-03-27 02:53:21.208464"|"2023-03-27 02:53:21.208465"|152|2093|2
702|"2023-03-27 02:53:21.208474"|"2023-03-27 02:53:21.208474"|"2023-03-27 02:53:21.208474"|555|2721|1
703|"2023-03-27 02:53:21.208484"|"2023-03-27 02:53:21.208484"|"2023-03-27 02:53:21.208485"|110|2488|1
704|"2023-03-27 02:53:21.208495"|"2023-03-27 02:53:21.208495"|"2023-03-27 02:53:21.208496"|338|2764|1
705|"2023-03-27 02:53:21.208512"|"2023-03-27 02:53:21.208514"|"2023-03-27 02:53:21.208514"|388|1743|1
706|"2023-03-27 02:53:21.208527"|"2023-03-27 02:53:21.208528"|"2023-03-27 02:53:21.208528"|332|2241|2
707|"2023-03-27 02:53:21.208537"|"2023-03-27 02:53:21.208538"|"2023-03-27 02:53:21.208538"|593|1007|2
708|"2023-03-27 02:53:21.208547"|"2023-03-27 02:53:21.208547"|"2023-03-27 02:53:21.208548"|161|531|1
709|"2023-03-27 02:53:21.208557"|"2023-03-27 02:53:21.208558"|"2023-03-27 02:53:21.208558"|331|1583|1
710|"2023-03-27 02:53:21.208567"|"2023-03-27 02:53:21.208567"|"2023-03-27 02:53:21.208568"|71|1107|1
711|"2023-03-27 02:53:21.208577"|"2023-03-27 02:53:21.208577"|"2023-03-27 02:53:21.208577"|200|1850|1
712|"2023-03-27 02:53:21.208587"|"2023-03-27 02:53:21.208588"|"2023-03-27 02:53:21.208588"|46|1080|1
713|"2023-03-27 02:53:21.208597"|"2023-03-27 02:53:21.208597"|"2023-03-27 02:53:21.208598"|255|2368|2
714|"2023-03-27 02:53:21.208607"|"2023-03-27 02:53:21.208607"|"2023-03-27 02:53:21.208608"|413|962|1
715|"2023-03-27 02:53:21.208641"|"2023-03-27 02:53:21.208642"|"2023-03-27 02:53:21.208642"|384|1672|1
716|"2023-03-27 02:53:21.208674"|"2023-03-27 02:53:21.208675"|"2023-03-27 02:53:21.208675"|186|928|2
717|"2023-03-27 02:53:21.208685"|"2023-03-27 02:53:21.208685"|"2023-03-27 02:53:21.208686"|177|370|1
718|"2023-03-27 02:53:21.208695"|"2023-03-27 02:53:21.208695"|"2023-03-27 02:53:21.208696"|98|2861|2
719|"2023-03-27 02:53:21.208706"|"2023-03-27 02:53:21.208706"|"2023-03-27 02:53:21.208706"|361|2651|1
720|"2023-03-27 02:53:21.208716"|"2023-03-27 02:53:21.208716"|"2023-03-27 02:53:21.208717"|540|434|1
721|"2023-03-27 02:53:21.208726"|"2023-03-27 02:53:21.208727"|"2023-03-27 02:53:21.208727"|129|2479|1
722|"2023-03-27 02:53:21.208737"|"2023-03-27 02:53:21.208737"|"2023-03-27 02:53:21.208738"|138|1|2
723|"2023-03-27 02:53:21.208747"|"2023-03-27 02:53:21.208748"|"2023-03-27 02:53:21.208748"|15|1761|2
724|"2023-03-27 02:53:21.208758"|"2023-03-27 02:53:21.208758"|"2023-03-27 02:53:21.208759"|208|1889|1
725|"2023-03-27 02:53:21.208771"|"2023-03-27 02:53:21.208771"|"2023-03-27 02:53:21.208771"|364|2090|1
726|"2023-03-27 02:53:21.208783"|"2023-03-27 02:53:21.208815"|"2023-03-27 02:53:21.208816"|35|1885|2
727|"2023-03-27 02:53:21.208828"|"2023-03-27 02:53:21.208828"|"2023-03-27 02:53:21.208829"|60|892|1
728|"2023-03-27 02:53:21.208841"|"2023-03-27 02:53:21.208841"|"2023-03-27 02:53:21.208842"|342|1627|1
729|"2023-03-27 02:53:21.208870"|"2023-03-27 02:53:21.208871"|"2023-03-27 02:53:21.208871"|577|2868|2
730|"2023-03-27 02:53:21.208897"|"2023-03-27 02:53:21.208898"|"2023-03-27 02:53:21.208898"|33|2852|1
731|"2023-03-27 02:53:21.208907"|"2023-03-27 02:53:21.208908"|"2023-03-27 02:53:21.208908"|36|2703|2
732|"2023-03-27 02:53:21.208917"|"2023-03-27 02:53:21.208918"|"2023-03-27 02:53:21.208918"|451|1138|2
733|"2023-03-27 02:53:21.208927"|"2023-03-27 02:53:21.208928"|"2023-03-27 02:53:21.208928"|486|2621|1
734|"2023-03-27 02:53:21.208937"|"2023-03-27 02:53:21.208937"|"2023-03-27 02:53:21.208938"|213|151|1
735|"2023-03-27 02:53:21.208947"|"2023-03-27 02:53:21.208947"|"2023-03-27 02:53:21.208947"|371|2975|2
736|"2023-03-27 02:53:21.208956"|"2023-03-27 02:53:21.208957"|"2023-03-27 02:53:21.208957"|346|2765|2
737|"2023-03-27 02:53:21.208966"|"2023-03-27 02:53:21.208967"|"2023-03-27 02:53:21.208967"|124|1741|1
738|"2023-03-27 02:53:21.208977"|"2023-03-27 02:53:21.208977"|"2023-03-27 02:53:21.208977"|213|2422|2
739|"2023-03-27 02:53:21.208986"|"2023-03-27 02:53:21.208987"|"2023-03-27 02:53:21.208987"|424|2751|2
740|"2023-03-27 02:53:21.208996"|"2023-03-27 02:53:21.208997"|"2023-03-27 02:53:21.208997"|515|1436|1
741|"2023-03-27 02:53:21.209007"|"2023-03-27 02:53:21.209007"|"2023-03-27 02:53:21.209007"|47|2481|2
742|"2023-03-27 02:53:21.209017"|"2023-03-27 02:53:21.209018"|"2023-03-27 02:53:21.209018"|589|1124|2
743|"2023-03-27 02:53:21.209027"|"2023-03-27 02:53:21.209027"|"2023-03-27 02:53:21.209027"|484|2406|1
744|"2023-03-27 02:53:21.209036"|"2023-03-27 02:53:21.209037"|"2023-03-27 02:53:21.209037"|461|1855|1
745|"2023-03-27 02:53:21.209047"|"2023-03-27 02:53:21.209047"|"2023-03-27 02:53:21.209048"|329|2975|2
746|"2023-03-27 02:53:21.209057"|"2023-03-27 02:53:21.209057"|"2023-03-27 02:53:21.209057"|248|175|2
747|"2023-03-27 02:53:21.209073"|"2023-03-27 02:53:21.209075"|"2023-03-27 02:53:21.209075"|357|1762|2
748|"2023-03-27 02:53:21.209089"|"2023-03-27 02:53:21.209089"|"2023-03-27 02:53:21.209090"|41|1344|2
749|"2023-03-27 02:53:21.209099"|"2023-03-27 02:53:21.209099"|"2023-03-27 02:53:21.209100"|545|1328|2
750|"2023-03-27 02:53:21.209109"|"2023-03-27 02:53:21.209109"|"2023-03-27 02:53:21.209109"|278|2016|1
751|"2023-03-27 02:53:21.209118"|"2023-03-27 02:53:21.209119"|"2023-03-27 02:53:21.209119"|569|135|2
752|"2023-03-27 02:53:21.209128"|"2023-03-27 02:53:21.209129"|"2023-03-27 02:53:21.209129"|316|1907|2
753|"2023-03-27 02:53:21.209138"|"2023-03-27 02:53:21.209139"|"2023-03-27 02:53:21.209139"|452|2579|1
754|"2023-03-27 02:53:21.209148"|"2023-03-27 02:53:21.209149"|"2023-03-27 02:53:21.209149"|278|243|2
755|"2023-03-27 02:53:21.209158"|"2023-03-27 02:53:21.209159"|"2023-03-27 02:53:21.209159"|513|915|1
756|"2023-03-27 02:53:21.209168"|"2023-03-27 02:53:21.209168"|"2023-03-27 02:53:21.209169"|416|2215|1
757|"2023-03-27 02:53:21.209178"|"2023-03-27 02:53:21.209178"|"2023-03-27 02:53:21.209179"|476|1902|2
758|"2023-03-27 02:53:21.209188"|"2023-03-27 02:53:21.209189"|"2023-03-27 02:53:21.209189"|329|439|2
759|"2023-03-27 02:53:21.209200"|"2023-03-27 02:53:21.209200"|"2023-03-27 02:53:21.209200"|535|2044|2
760|"2023-03-27 02:53:21.209211"|"2023-03-27 02:53:21.209211"|"2023-03-27 02:53:21.209211"|299|2207|2
761|"2023-03-27 02:53:21.209274"|"2023-03-27 02:53:21.209275"|"2023-03-27 02:53:21.209275"|436|1206|2
762|"2023-03-27 02:53:21.209310"|"2023-03-27 02:53:21.209311"|"2023-03-27 02:53:21.209311"|24|2652|2
763|"2023-03-27 02:53:21.209323"|"2023-03-27 02:53:21.209324"|"2023-03-27 02:53:21.209324"|406|2534|2
764|"2023-03-27 02:53:21.209336"|"2023-03-27 02:53:21.209336"|"2023-03-27 02:53:21.209337"|594|1632|1
765|"2023-03-27 02:53:21.209350"|"2023-03-27 02:53:21.209350"|"2023-03-27 02:53:21.209351"|324|816|1
766|"2023-03-27 02:53:21.209363"|"2023-03-27 02:53:21.209363"|"2023-03-27 02:53:21.209364"|374|1331|2
767|"2023-03-27 02:53:21.209400"|"2023-03-27 02:53:21.209401"|"2023-03-27 02:53:21.209401"|529|109|1
768|"2023-03-27 02:53:21.209410"|"2023-03-27 02:53:21.209411"|"2023-03-27 02:53:21.209411"|109|1360|2
769|"2023-03-27 02:53:21.209420"|"2023-03-27 02:53:21.209421"|"2023-03-27 02:53:21.209421"|597|1786|1
770|"2023-03-27 02:53:21.209430"|"2023-03-27 02:53:21.209430"|"2023-03-27 02:53:21.209431"|41|352|1
771|"2023-03-27 02:53:21.209440"|"2023-03-27 02:53:21.209440"|"2023-03-27 02:53:21.209441"|126|164|2
772|"2023-03-27 02:53:21.209450"|"2023-03-27 02:53:21.209450"|"2023-03-27 02:53:21.209451"|270|2688|2
773|"2023-03-27 02:53:21.209460"|"2023-03-27 02:53:21.209460"|"2023-03-27 02:53:21.209460"|550|97|1
774|"2023-03-27 02:53:21.209469"|"2023-03-27 02:53:21.209470"|"2023-03-27 02:53:21.209470"|283|1096|1
775|"2023-03-27 02:53:21.209479"|"2023-03-27 02:53:21.209480"|"2023-03-27 02:53:21.209480"|100|2076|2
776|"2023-03-27 02:53:21.209490"|"2023-03-27 02:53:21.209491"|"2023-03-27 02:53:21.209491"|320|2613|1
777|"2023-03-27 02:53:21.209500"|"2023-03-27 02:53:21.209500"|"2023-03-27 02:53:21.209501"|358|833|1
778|"2023-03-27 02:53:21.209510"|"2023-03-27 02:53:21.209510"|"2023-03-27 02:53:21.209510"|492|2176|2
779|"2023-03-27 02:53:21.209520"|"2023-03-27 02:53:21.209520"|"2023-03-27 02:53:21.209521"|212|1875|2
780|"2023-03-27 02:53:21.209531"|"2023-03-27 02:53:21.209531"|"2023-03-27 02:53:21.209532"|327|2042|1
781|"2023-03-27 02:53:21.209541"|"2023-03-27 02:53:21.209542"|"2023-03-27 02:53:21.209542"|386|2150|2
782|"2023-03-27 02:53:21.209551"|"2023-03-27 02:53:21.209552"|"2023-03-27 02:53:21.209552"|356|1830|2
783|"2023-03-27 02:53:21.209561"|"2023-03-27 02:53:21.209561"|"2023-03-27 02:53:21.209562"|302|2343|2
784|"2023-03-27 02:53:21.209571"|"2023-03-27 02:53:21.209571"|"2023-03-27 02:53:21.209572"|110|848|1
785|"2023-03-27 02:53:21.209581"|"2023-03-27 02:53:21.209581"|"2023-03-27 02:53:21.209582"|32|2416|1
786|"2023-03-27 02:53:21.209591"|"2023-03-27 02:53:21.209591"|"2023-03-27 02:53:21.209592"|198|2072|1
787|"2023-03-27 02:53:21.209601"|"2023-03-27 02:53:21.209601"|"2023-03-27 02:53:21.209602"|392|1537|2
788|"2023-03-27 02:53:21.209611"|"2023-03-27 02:53:21.209611"|"2023-03-27 02:53:21.209611"|171|842|2
789|"2023-03-27 02:53:21.209621"|"2023-03-27 02:53:21.209622"|"2023-03-27 02:53:21.209622"|419|1356|1
790|"2023-03-27 02:53:21.209631"|"2023-03-27 02:53:21.209632"|"2023-03-27 02:53:21.209632"|7|437|1
791|"2023-03-27 02:53:21.209644"|"2023-03-27 02:53:21.209644"|"2023-03-27 02:53:21.209645"|66|2025|1
792|"2023-03-27 02:53:21.209655"|"2023-03-27 02:53:21.209656"|"2023-03-27 02:53:21.209656"|406|2038|2
793|"2023-03-27 02:53:21.209666"|"2023-03-27 02:53:21.209666"|"2023-03-27 02:53:21.209667"|327|1366|1
794|"2023-03-27 02:53:21.209694"|"2023-03-27 02:53:21.209695"|"2023-03-27 02:53:21.209695"|427|2774|1
795|"2023-03-27 02:53:21.209728"|"2023-03-27 02:53:21.209728"|"2023-03-27 02:53:21.209729"|547|1998|1
796|"2023-03-27 02:53:21.209739"|"2023-03-27 02:53:21.209739"|"2023-03-27 02:53:21.209740"|80|603|2
797|"2023-03-27 02:53:21.209750"|"2023-03-27 02:53:21.209750"|"2023-03-27 02:53:21.209750"|141|59|2
798|"2023-03-27 02:53:21.209760"|"2023-03-27 02:53:21.209761"|"2023-03-27 02:53:21.209761"|469|2158|2
799|"2023-03-27 02:53:21.209771"|"2023-03-27 02:53:21.209771"|"2023-03-27 02:53:21.209772"|474|455|1
800|"2023-03-27 02:53:21.209781"|"2023-03-27 02:53:21.209782"|"2023-03-27 02:53:21.209782"|181|2019|1
801|"2023-03-27 02:53:21.209792"|"2023-03-27 02:53:21.209792"|"2023-03-27 02:53:21.209793"|376|2617|2
802|"2023-03-27 02:53:21.209803"|"2023-03-27 02:53:21.209803"|"2023-03-27 02:53:21.209804"|591|1157|1
803|"2023-03-27 02:53:21.209813"|"2023-03-27 02:53:21.209814"|"2023-03-27 02:53:21.209814"|557|3021|1
804|"2023-03-27 02:53:21.209846"|"2023-03-27 02:53:21.209847"|"2023-03-27 02:53:21.209847"|457|1557|1
805|"2023-03-27 02:53:21.209859"|"2023-03-27 02:53:21.209859"|"2023-03-27 02:53:21.209860"|470|2994|2
806|"2023-03-27 02:53:21.209948"|"2023-03-27 02:53:21.209950"|"2023-03-27 02:53:21.209950"|190|2637|1
807|"2023-03-27 02:53:21.209980"|"2023-03-27 02:53:21.209980"|"2023-03-27 02:53:21.209981"|554|1053|1
808|"2023-03-27 02:53:21.210007"|"2023-03-27 02:53:21.210008"|"2023-03-27 02:53:21.210008"|297|1609|1
809|"2023-03-27 02:53:21.210018"|"2023-03-27 02:53:21.210018"|"2023-03-27 02:53:21.210019"|304|2071|1
810|"2023-03-27 02:53:21.210028"|"2023-03-27 02:53:21.210029"|"2023-03-27 02:53:21.210029"|27|898|2
811|"2023-03-27 02:53:21.210039"|"2023-03-27 02:53:21.210040"|"2023-03-27 02:53:21.210040"|177|302|2
812|"2023-03-27 02:53:21.210049"|"2023-03-27 02:53:21.210050"|"2023-03-27 02:53:21.210050"|209|1982|2
813|"2023-03-27 02:53:21.210060"|"2023-03-27 02:53:21.210060"|"2023-03-27 02:53:21.210060"|240|495|1
814|"2023-03-27 02:53:21.210070"|"2023-03-27 02:53:21.210070"|"2023-03-27 02:53:21.210070"|149|94|1
815|"2023-03-27 02:53:21.210080"|"2023-03-27 02:53:21.210080"|"2023-03-27 02:53:21.210081"|264|607|1
816|"2023-03-27 02:53:21.210090"|"2023-03-27 02:53:21.210090"|"2023-03-27 02:53:21.210090"|114|220|2
817|"2023-03-27 02:53:21.210100"|"2023-03-27 02:53:21.210100"|"2023-03-27 02:53:21.210100"|294|1201|1
818|"2023-03-27 02:53:21.210110"|"2023-03-27 02:53:21.210111"|"2023-03-27 02:53:21.210111"|71|2345|1
819|"2023-03-27 02:53:21.210120"|"2023-03-27 02:53:21.210121"|"2023-03-27 02:53:21.210121"|144|1431|1
820|"2023-03-27 02:53:21.210131"|"2023-03-27 02:53:21.210131"|"2023-03-27 02:53:21.210132"|12|802|1
821|"2023-03-27 02:53:21.210141"|"2023-03-27 02:53:21.210141"|"2023-03-27 02:53:21.210141"|178|1698|2
822|"2023-03-27 02:53:21.210151"|"2023-03-27 02:53:21.210151"|"2023-03-27 02:53:21.210152"|90|3053|1
823|"2023-03-27 02:53:21.210161"|"2023-03-27 02:53:21.210161"|"2023-03-27 02:53:21.210162"|168|2968|2
824|"2023-03-27 02:53:21.210171"|"2023-03-27 02:53:21.210171"|"2023-03-27 02:53:21.210172"|11|1188|1
825|"2023-03-27 02:53:21.210181"|"2023-03-27 02:53:21.210182"|"2023-03-27 02:53:21.210182"|225|101|1
826|"2023-03-27 02:53:21.210191"|"2023-03-27 02:53:21.210192"|"2023-03-27 02:53:21.210192"|473|1783|1
827|"2023-03-27 02:53:21.210202"|"2023-03-27 02:53:21.210203"|"2023-03-27 02:53:21.210203"|162|474|1
828|"2023-03-27 02:53:21.210212"|"2023-03-27 02:53:21.210213"|"2023-03-27 02:53:21.210213"|496|2496|1
829|"2023-03-27 02:53:21.210227"|"2023-03-27 02:53:21.210227"|"2023-03-27 02:53:21.210227"|31|1708|1
830|"2023-03-27 02:53:21.210236"|"2023-03-27 02:53:21.210237"|"2023-03-27 02:53:21.210238"|86|1574|2
831|"2023-03-27 02:53:21.210247"|"2023-03-27 02:53:21.210248"|"2023-03-27 02:53:21.210248"|442|1078|2
832|"2023-03-27 02:53:21.210257"|"2023-03-27 02:53:21.210258"|"2023-03-27 02:53:21.210258"|579|2746|1
833|"2023-03-27 02:53:21.210268"|"2023-03-27 02:53:21.210268"|"2023-03-27 02:53:21.210268"|536|119|2
834|"2023-03-27 02:53:21.210278"|"2023-03-27 02:53:21.210278"|"2023-03-27 02:53:21.210278"|64|1086|1
835|"2023-03-27 02:53:21.210288"|"2023-03-27 02:53:21.210288"|"2023-03-27 02:53:21.210288"|500|522|2
836|"2023-03-27 02:53:21.210297"|"2023-03-27 02:53:21.210298"|"2023-03-27 02:53:21.210298"|142|104|2
837|"2023-03-27 02:53:21.210307"|"2023-03-27 02:53:21.210308"|"2023-03-27 02:53:21.210308"|495|662|1
838|"2023-03-27 02:53:21.210317"|"2023-03-27 02:53:21.210318"|"2023-03-27 02:53:21.210318"|597|1968|1
839|"2023-03-27 02:53:21.210327"|"2023-03-27 02:53:21.210328"|"2023-03-27 02:53:21.210328"|51|499|1
840|"2023-03-27 02:53:21.210337"|"2023-03-27 02:53:21.210338"|"2023-03-27 02:53:21.210338"|511|668|1
841|"2023-03-27 02:53:21.210347"|"2023-03-27 02:53:21.210347"|"2023-03-27 02:53:21.210348"|254|2286|2
842|"2023-03-27 02:53:21.210357"|"2023-03-27 02:53:21.210358"|"2023-03-27 02:53:21.210358"|118|2035|1
843|"2023-03-27 02:53:21.210367"|"2023-03-27 02:53:21.210368"|"2023-03-27 02:53:21.210368"|272|1014|1
844|"2023-03-27 02:53:21.210377"|"2023-03-27 02:53:21.210378"|"2023-03-27 02:53:21.210378"|164|3031|1
845|"2023-03-27 02:53:21.210388"|"2023-03-27 02:53:21.210388"|"2023-03-27 02:53:21.210389"|443|358|1
846|"2023-03-27 02:53:21.210398"|"2023-03-27 02:53:21.210399"|"2023-03-27 02:53:21.210399"|543|833|2
847|"2023-03-27 02:53:21.210408"|"2023-03-27 02:53:21.210408"|"2023-03-27 02:53:21.210409"|450|18|1
848|"2023-03-27 02:53:21.210419"|"2023-03-27 02:53:21.210419"|"2023-03-27 02:53:21.210419"|250|1794|2
849|"2023-03-27 02:53:21.210428"|"2023-03-27 02:53:21.210429"|"2023-03-27 02:53:21.210429"|368|373|2
850|"2023-03-27 02:53:21.210438"|"2023-03-27 02:53:21.210439"|"2023-03-27 02:53:21.210439"|45|221|2
851|"2023-03-27 02:53:21.210449"|"2023-03-27 02:53:21.210449"|"2023-03-27 02:53:21.210450"|358|2519|1
852|"2023-03-27 02:53:21.210460"|"2023-03-27 02:53:21.210460"|"2023-03-27 02:53:21.210460"|248|424|1
853|"2023-03-27 02:53:21.210469"|"2023-03-27 02:53:21.210470"|"2023-03-27 02:53:21.210470"|504|2185|2
854|"2023-03-27 02:53:21.210480"|"2023-03-27 02:53:21.210480"|"2023-03-27 02:53:21.210480"|302|2144|2
855|"2023-03-27 02:53:21.210490"|"2023-03-27 02:53:21.210491"|"2023-03-27 02:53:21.210492"|134|1094|1
856|"2023-03-27 02:53:21.210507"|"2023-03-27 02:53:21.210508"|"2023-03-27 02:53:21.210508"|405|2086|1
857|"2023-03-27 02:53:21.210519"|"2023-03-27 02:53:21.210519"|"2023-03-27 02:53:21.210519"|488|725|2
858|"2023-03-27 02:53:21.210529"|"2023-03-27 02:53:21.210529"|"2023-03-27 02:53:21.210530"|492|1274|1
859|"2023-03-27 02:53:21.210539"|"2023-03-27 02:53:21.210539"|"2023-03-27 02:53:21.210540"|437|2129|2
860|"2023-03-27 02:53:21.210549"|"2023-03-27 02:53:21.210549"|"2023-03-27 02:53:21.210549"|148|2682|1
861|"2023-03-27 02:53:21.210559"|"2023-03-27 02:53:21.210559"|"2023-03-27 02:53:21.210559"|247|937|2
862|"2023-03-27 02:53:21.210569"|"2023-03-27 02:53:21.210570"|"2023-03-27 02:53:21.210570"|87|1187|2
863|"2023-03-27 02:53:21.210579"|"2023-03-27 02:53:21.210580"|"2023-03-27 02:53:21.210580"|203|3044|1
864|"2023-03-27 02:53:21.210590"|"2023-03-27 02:53:21.210591"|"2023-03-27 02:53:21.210591"|402|1233|2
865|"2023-03-27 02:53:21.210600"|"2023-03-27 02:53:21.210601"|"2023-03-27 02:53:21.210601"|232|2843|2
866|"2023-03-27 02:53:21.210611"|"2023-03-27 02:53:21.210612"|"2023-03-27 02:53:21.210612"|66|2673|1
867|"2023-03-27 02:53:21.210621"|"2023-03-27 02:53:21.210622"|"2023-03-27 02:53:21.210622"|290|2409|1
868|"2023-03-27 02:53:21.210632"|"2023-03-27 02:53:21.210632"|"2023-03-27 02:53:21.210633"|31|2009|2
869|"2023-03-27 02:53:21.210642"|"2023-03-27 02:53:21.210642"|"2023-03-27 02:53:21.210643"|561|1681|1
870|"2023-03-27 02:53:21.210653"|"2023-03-27 02:53:21.210653"|"2023-03-27 02:53:21.210654"|272|682|1
871|"2023-03-27 02:53:21.210663"|"2023-03-27 02:53:21.210663"|"2023-03-27 02:53:21.210663"|171|1583|1
872|"2023-03-27 02:53:21.210673"|"2023-03-27 02:53:21.210674"|"2023-03-27 02:53:21.210674"|170|2925|1
873|"2023-03-27 02:53:21.210713"|"2023-03-27 02:53:21.210714"|"2023-03-27 02:53:21.210714"|26|1360|1
874|"2023-03-27 02:53:21.210747"|"2023-03-27 02:53:21.210747"|"2023-03-27 02:53:21.210748"|2|2726|1
875|"2023-03-27 02:53:21.210758"|"2023-03-27 02:53:21.210759"|"2023-03-27 02:53:21.210759"|453|517|2
876|"2023-03-27 02:53:21.210769"|"2023-03-27 02:53:21.210769"|"2023-03-27 02:53:21.210770"|517|2124|1
877|"2023-03-27 02:53:21.210779"|"2023-03-27 02:53:21.210780"|"2023-03-27 02:53:21.210780"|438|998|2
878|"2023-03-27 02:53:21.210790"|"2023-03-27 02:53:21.210791"|"2023-03-27 02:53:21.210791"|372|251|1
879|"2023-03-27 02:53:21.210801"|"2023-03-27 02:53:21.210801"|"2023-03-27 02:53:21.210802"|130|2737|1
880|"2023-03-27 02:53:21.210811"|"2023-03-27 02:53:21.210812"|"2023-03-27 02:53:21.210812"|518|2932|2
881|"2023-03-27 02:53:21.210822"|"2023-03-27 02:53:21.210822"|"2023-03-27 02:53:21.210823"|309|1229|1
882|"2023-03-27 02:53:21.210832"|"2023-03-27 02:53:21.210833"|"2023-03-27 02:53:21.210833"|513|2265|2
883|"2023-03-27 02:53:21.210844"|"2023-03-27 02:53:21.210844"|"2023-03-27 02:53:21.210844"|17|534|1
884|"2023-03-27 02:53:21.210880"|"2023-03-27 02:53:21.210881"|"2023-03-27 02:53:21.210881"|124|1009|1
885|"2023-03-27 02:53:21.210909"|"2023-03-27 02:53:21.210909"|"2023-03-27 02:53:21.210910"|471|392|2
886|"2023-03-27 02:53:21.210919"|"2023-03-27 02:53:21.210920"|"2023-03-27 02:53:21.210920"|526|2758|2
887|"2023-03-27 02:53:21.210930"|"2023-03-27 02:53:21.210930"|"2023-03-27 02:53:21.210931"|95|2172|2
888|"2023-03-27 02:53:21.210958"|"2023-03-27 02:53:21.210958"|"2023-03-27 02:53:21.210959"|481|766|2
889|"2023-03-27 02:53:21.210968"|"2023-03-27 02:53:21.210968"|"2023-03-27 02:53:21.210968"|30|985|1
890|"2023-03-27 02:53:21.210978"|"2023-03-27 02:53:21.210978"|"2023-03-27 02:53:21.210979"|78|1701|2
891|"2023-03-27 02:53:21.210988"|"2023-03-27 02:53:21.210989"|"2023-03-27 02:53:21.210989"|389|3012|2
892|"2023-03-27 02:53:21.210998"|"2023-03-27 02:53:21.210998"|"2023-03-27 02:53:21.210999"|376|1728|1
893|"2023-03-27 02:53:21.211008"|"2023-03-27 02:53:21.211008"|"2023-03-27 02:53:21.211009"|393|1408|2
894|"2023-03-27 02:53:21.211018"|"2023-03-27 02:53:21.211018"|"2023-03-27 02:53:21.211018"|245|560|2
895|"2023-03-27 02:53:21.211028"|"2023-03-27 02:53:21.211028"|"2023-03-27 02:53:21.211029"|57|2062|1
896|"2023-03-27 02:53:21.211038"|"2023-03-27 02:53:21.211038"|"2023-03-27 02:53:21.211039"|461|1960|2
897|"2023-03-27 02:53:21.211048"|"2023-03-27 02:53:21.211048"|"2023-03-27 02:53:21.211049"|302|1252|2
898|"2023-03-27 02:53:21.211059"|"2023-03-27 02:53:21.211060"|"2023-03-27 02:53:21.211060"|143|1670|1
899|"2023-03-27 02:53:21.211070"|"2023-03-27 02:53:21.211070"|"2023-03-27 02:53:21.211070"|111|1988|2
900|"2023-03-27 02:53:21.211080"|"2023-03-27 02:53:21.211080"|"2023-03-27 02:53:21.211081"|466|1560|2
901|"2023-03-27 02:53:21.211090"|"2023-03-27 02:53:21.211090"|"2023-03-27 02:53:21.211090"|19|1187|1
902|"2023-03-27 02:53:21.211099"|"2023-03-27 02:53:21.211100"|"2023-03-27 02:53:21.211100"|563|1476|1
903|"2023-03-27 02:53:21.211109"|"2023-03-27 02:53:21.211110"|"2023-03-27 02:53:21.211110"|210|2167|2
904|"2023-03-27 02:53:21.211119"|"2023-03-27 02:53:21.211120"|"2023-03-27 02:53:21.211120"|276|2562|2
905|"2023-03-27 02:53:21.211129"|"2023-03-27 02:53:21.211130"|"2023-03-27 02:53:21.211130"|128|2488|2
906|"2023-03-27 02:53:21.211139"|"2023-03-27 02:53:21.211140"|"2023-03-27 02:53:21.211140"|160|1185|1
907|"2023-03-27 02:53:21.211149"|"2023-03-27 02:53:21.211150"|"2023-03-27 02:53:21.211150"|91|1891|2
908|"2023-03-27 02:53:21.211159"|"2023-03-27 02:53:21.211160"|"2023-03-27 02:53:21.211160"|54|2808|2
909|"2023-03-27 02:53:21.211169"|"2023-03-27 02:53:21.211170"|"2023-03-27 02:53:21.211170"|535|429|2
